date,imf_1,imf_2,imf_3,imf_4,imf_5,imf_6,Patv
1990/1/1 6:40,851.6733176,216.783106,148.3758441,-1.617772672,-4.012109394,-11.4833441,1539.55
1990/1/1 6:50,852.4823627,221.7912973,172.1516168,-13.73733333,1.663481454,8.623418671,1550.02
1990/1/1 7:00,852.9232379,225.7857897,195.4054337,3.114781036,2.467253606,-2.264443247,1550.1
1990/1/1 7:10,853.0350432,228.7826568,217.9570627,12.34569623,-3.285723016,-4.90130861,1549.86
1990/1/1 7:20,852.8510091,230.7990482,239.6312497,-3.795756654,0.769152812,10.64973318,1550.15
1990/1/1 7:30,852.3966652,231.8495694,260.2528488,-10.37895548,2.390768239,-12.50493761,1549.96
1990/1/1 7:40,851.676901,231.9324693,279.6331883,4.712077811,-2.441251387,10.00018824,1549.88
1990/1/1 7:50,850.7389874,231.0940441,297.6380457,8.855682117,0.179269513,-3.612585177,1549.55
1990/1/1 8:00,849.5994501,229.35241,314.1080606,-5.103614668,1.902285985,-4.238945138,1549.53
1990/1/1 8:10,848.2625535,226.715984,328.8786281,-6.999074559,-1.536464002,10.95755066,1549.71
1990/1/1 8:20,846.7478808,223.2120964,341.8115895,5.625124763,-0.041036987,-13.80907804,1534.77
1990/1/1 8:30,845.078797,218.8750009,352.7839821,5.417744765,1.170775251,11.80136192,1508.2
1990/1/1 8:40,843.3054005,213.7681106,361.7104498,-5.710522235,-0.840443172,-5.362629976,1517.76
1990/1/1 8:50,841.3964231,207.8716701,368.4258354,-3.814321555,-0.064315025,-3.276123429,1549.79
1990/1/1 9:00,839.3264411,201.1734028,372.7827618,5.81206829,0.663576078,11.25319549,1529.05
1990/1/1 9:10,837.1218331,193.7165612,374.7046136,2.5261331,-0.327028842,-15.44032509,1549.62
1990/1/1 9:20,834.7358159,185.4712559,374.0528334,-5.624942253,-0.097521334,14.24198152,1546.67
1990/1/1 9:30,832.1740152,176.4642636,370.7647762,-0.913597476,0.370993981,-7.559699997,1508.7
1990/1/1 9:40,829.4381884,166.7212656,364.7950995,5.551456349,-0.104955873,-2.242424118,1543.42
1990/1/1 9:50,826.496067,156.2356794,356.0842903,-0.419301542,-0.009677827,11.9008332,1510.53
1990/1/1 10:00,823.3467053,145.0362538,344.6308295,-4.941272075,0.188827799,-17.54848222,1524.19
1990/1/1 10:10,819.9318392,133.0971288,330.4003245,2.022461796,-0.050139369,17.13477032,1518.38
1990/1/1 10:20,816.25487,120.4619492,313.4582076,4.743380347,0.353344279,-10.0684199,1442.49
1990/1/1 10:30,812.3573576,107.2210906,293.9482289,-2.968670952,-0.096899915,-0.996161745,1292.15
1990/1/1 10:40,808.3455929,93.53729346,272.1158095,-3.905270813,-0.327105668,12.38914181,1225.7
1990/1/1 10:50,804.3050376,79.5554116,248.2090578,4.066491025,0.575790327,-19.78473521,969.62
1990/1/1 11:00,800.4001072,65.50038143,222.5718311,2.992738731,-0.264913422,20.13865038,1043.58
1990/1/1 11:10,796.5905661,51.38230579,195.3296709,-5.617102438,-0.982106304,-13.3303326,945.49
1990/1/1 11:20,792.8690734,37.24151933,166.6451805,-2.132672451,1.499479585,1.488937835,906.12
1990/1/1 11:30,789.2668459,23.1571625,136.7302907,6.973358762,-0.177501997,11.2057535,782.76
1990/1/1 11:40,785.8796399,9.272352537,105.8689853,0.920212348,-2.104959893,-20.42870484,628.13
1990/1/1 11:50,782.7674981,-4.31341402,74.29707633,-8.770735954,1.925104088,22.3123414,759.47
1990/1/1 12:00,779.7806598,-17.7256108,42.0091756,-0.3952738,0.324373011,-16.44586568,846.32
1990/1/1 12:10,776.7489409,-31.11441268,8.976432914,10.22320977,-2.377633211,4.777628177,818.71
1990/1/1 12:20,773.6497992,-44.47554034,-24.65618608,-0.008266346,2.280179998,8.896983683,779.87
1990/1/1 12:30,770.4985484,-57.76187635,-58.68401626,-11.37566842,0.383583023,-19.68586276,576.74
1990/1/1 12:40,767.3575692,-70.87794956,-92.8435211,0.674888652,-3.036849601,23.71076969,810.4
1990/1/1 12:50,764.0369185,-83.98799629,-127.1340595,12.22780341,2.485861998,-19.47228941,700.03
1990/1/1 13:00,760.5416402,-97.0511658,-161.3265777,-0.84179031,1.694050755,8.852559416,571.61
1990/1/1 13:10,756.9768242,-109.9174658,-195.0620361,-12.51599849,-4.311802617,4.745546261,444.5
1990/1/1 13:20,753.3965081,-122.488066,-228.0279436,1.151344966,1.699636847,-16.75944814,457.33
1990/1/1 13:30,749.7423808,-134.779547,-260.0292511,12.74330838,3.48431446,23.17174812,474.09
1990/1/1 13:40,746.0389712,-146.7192475,-290.7711557,-1.130684077,-4.602970216,-21.51972744,52.54
1990/1/1 13:50,742.5742991,-157.9611044,-319.672531,-12.5717128,0.129357918,12.39413332,-0.31
1990/1/1 14:00,739.4238414,-168.3839938,-346.4022292,0.363092443,3.990451506,0.395696569,-0.3
1990/1/1 14:10,736.546471,-177.9975075,-370.7905981,11.65460581,-3.726995918,-12.88971686,-0.3
1990/1/1 14:20,733.8971071,-186.823188,-392.7029033,-0.0790333,-0.828762429,20.60805272,-0.3
1990/1/1 14:30,731.4487311,-194.8697807,-412.0112338,-11.28012155,4.109599667,-21.37419401,-0.3
1990/1/1 14:40,729.1325061,-202.1931121,-428.6548562,-0.667573094,-2.820467001,14.91109684,-0.3
1990/1/1 14:50,726.9455697,-208.7838848,-442.5216205,10.88584818,-1.488765201,-3.652112882,-0.3
1990/1/1 15:00,724.8612648,-214.6596703,-453.5436842,1.23090744,3.766551826,-8.700436991,-0.3
1990/1/1 15:10,722.8489628,-219.8444641,-461.6764198,-10.79455316,-1.850277612,17.91116473,0
1990/1/1 15:20,720.891432,-224.3502001,-466.8783826,-1.910695717,-1.881139795,-21.01470607,0
1990/1/1 15:30,718.9581018,-228.2034825,-469.1381379,10.77070916,3.218300403,17.04944146,0
1990/1/1 15:40,717.0800206,-231.3686697,-468.3945568,2.639964325,-0.940845195,-7.451742458,0
1990/1/1 15:50,715.2261947,-233.8757704,-464.6713905,-11.03886287,-2.255506554,-4.602387129,0
1990/1/1 16:00,713.3804405,-235.7412906,-457.9946693,-3.372142099,2.754204157,15.08494556,0
1990/1/1 16:10,711.5776672,-236.9310833,-448.3542158,11.49073257,-0.126227297,-20.50528745,0
1990/1/1 16:20,709.7736641,-237.4968119,-435.8495374,3.811029025,-2.747575337,18.87770542,264.2
1990/1/1 16:30,707.7522662,-237.6692351,-420.782768,-12.25069625,2.45987303,-10.69395073,305.86
1990/1/1 16:40,705.4122697,-237.555444,-403.3299405,-3.517313625,1.446209778,-0.665143328,326.5
1990/1/1 16:50,702.805061,-237.0938906,-383.4837756,14.09829958,-3.288115894,11.94065544,55.45
1990/1/1 17:00,700.228214,-235.9626723,-360.9660303,3.91515268,1.105389258,-19.06257466,1.78
1990/1/1 17:10,697.7419974,-234.0870717,-335.7741162,-16.40447226,1.911353184,19.24963833,182.95
1990/1/1 17:20,695.2291367,-231.5806343,-308.1248345,-4.48285184,-2.506249698,-12.57197966,118.31
1990/1/1 17:30,692.7360044,-228.3894087,-278.0764444,19.09494177,0.632569587,1.658136756,171.35
1990/1/1 17:40,690.2925481,-224.4761785,-245.7193509,4.738217297,1.389616328,9.465673503,203.6
1990/1/1 17:50,687.8983423,-219.8356571,-211.1935316,-21.97943407,-1.770825774,-16.90372649,135.88
1990/1/1 18:00,685.6248646,-214.3884438,-174.5770066,-4.55895431,0.689306505,18.17492382,69.04
1990/1/1 18:10,683.6076422,-207.9922073,-135.9026931,24.77802783,0.383506067,-13.29985236,237.39
1990/1/1 18:20,681.7592653,-200.7391524,-95.47209176,3.31953498,-1.55684498,3.764928554,227.5
1990/1/1 18:30,680.1129979,-192.6002602,-53.48040526,-27.68580093,1.976837021,6.981105026,183.49
1990/1/1 18:40,678.7504306,-183.4980814,-10.08926152,-1.927248091,-0.845605607,-15.43199578,158.83
1990/1/1 18:50,677.7665246,-173.345429,34.52923438,30.061779,-2.193259907,18.25331136,186.83
1990/1/1 19:00,677.2368583,-162.0826329,80.14885528,-0.538782621,3.411068581,-15.04261592,274.87
1990/1/1 19:10,677.1137437,-149.7847766,126.3781924,-33.22188758,-1.508936561,6.359469023,172.93
1990/1/1 19:20,677.5166306,-136.362386,172.9754459,2.818003862,-2.893694343,4.369118414,223.51
1990/1/1 19:30,678.5177128,-121.7844071,219.6144061,35.16773864,4.273009422,-14.24756248,268.56
1990/1/1 19:40,680.1421738,-106.0827526,265.8750659,-6.712503839,-1.791737773,18.95240024,356.78
1990/1/1 19:50,682.3652493,-89.35781075,311.237941,-38.1949209,-3.712882724,-17.61372838,412.54
1990/1/1 20:00,685.0277367,-71.86891918,354.989874,9.367878072,5.065702772,9.545151383,1216.61
1990/1/1 20:10,687.4902875,-54.38187221,395.8822591,39.53230695,-1.214158169,2.154964325,1510.1
1990/1/1 20:20,689.4583853,-37.30076788,433.0756072,-11.3524596,-2.749628874,-12.36496318,1480.48
1990/1/1 20:30,690.9337995,-20.70558026,466.1277086,-39.08882378,4.743659109,18.31872258,1516.21
1990/1/1 20:40,691.9592681,-4.617206814,494.7191385,14.63513869,-2.206795435,-17.30805515,1434.8
1990/1/1 20:50,692.6712772,11.0514258,518.6991834,39.49789995,-1.968171898,10.41956199,1502.37
1990/1/1 21:00,693.1102239,26.29516058,537.8715478,-17.47569407,4.671438481,0.004078816,1445.32
1990/1/1 21:10,693.3400555,41.13783476,552.1191673,-39.12565495,-2.969728539,-9.768678616,1226.43
1990/1/1 21:20,693.5397667,55.72263987,561.4933086,20.78565402,-1.571318029,15.56680391,1450.41
1990/1/1 21:30,693.6256956,69.91898744,565.7971819,38.13638129,4.497888081,-15.77156579,1544.78
1990/1/1 21:40,693.4942687,83.5737913,564.8512951,-24.0007719,-2.906655759,10.8886328,1546.57
1990/1/1 21:50,693.1053235,96.60255898,558.5978522,-36.40409804,-1.073173984,-2.539780647,1549.5
1990/1/1 22:00,692.4422907,108.9505321,547.0640118,27.65193074,4.233361808,-5.927899269,1549.71
1990/1/1 22:10,691.569135,120.6507358,530.4211819,34.9722503,-3.172470624,12.04603084,1549.84
1990/1/1 22:20,690.4891504,131.6760242,508.8254566,-30.9505422,-0.974369384,-13.85038302,1549.39
1990/1/1 22:30,689.1147727,141.9080969,482.3839556,-33.00307129,4.489502822,11.32867425,1549.29
1990/1/1 22:40,687.4421091,151.3199655,451.3478142,34.77752272,-3.131952801,-5.112611678,1528.07
1990/1/1 22:50,685.5310171,159.9564132,416.0908029,31.35917893,-1.278916956,-2.228131383,1421.04
1990/1/1 23:00,683.4397534,167.8632581,377.0268687,-38.1486724,4.474874546,8.442999919,1430.89
1990/1/1 23:10,681.1063098,174.963722,334.4752241,-29.25263472,-3.043486008,-11.46527478,1330.24
1990/1/1 23:20,678.5262331,181.24127,288.8472719,41.80516615,-1.210599406,10.87193502,1550.74
1990/1/1 23:30,675.5554721,186.5390085,240.4374527,27.09139408,4.405995845,-6.858069699,1549.66
1990/1/1 23:40,672.0730428,190.7309806,189.6045288,-44.59107311,-2.631340067,1.557434064,1549.64
1990/1/1 23:50,667.9997712,193.7487608,136.8066982,-23.43500178,-1.001602747,4.200470557,1361.95
1990/1/2 0:00,663.4297333,195.7190632,82.74359779,48.60539957,4.145406756,-7.91841092,1468.21
1990/1/2 0:10,658.4060592,196.7364811,28.11766892,20.69113686,-2.755126403,9.533213929,718.12
1990/1/2 0:20,653.535364,197.4893923,-25.73195239,-50.82260972,-0.664470259,-8.184766453,442.15
1990/1/2 0:30,649.0842477,198.3160127,-77.84664603,-18.31179596,2.013065863,3.594052845,196.04
1990/1/2 0:40,645.2637463,199.4831549,-127.3894584,51.76546173,-2.285189336,1.995696029,234.35
1990/1/2 0:50,642.0990061,201.0498265,-173.7992963,14.26651731,0.624651378,-7.723985437,124.94
1990/1/2 1:00,639.5713829,203.0127297,-216.6464168,-53.97167476,0.558093713,10.66500679,179.06
1990/1/2 1:10,637.543285,205.2328095,-255.7070717,-11.45805254,-2.315999586,-10.45677708,253.25
1990/1/2 1:20,635.8949507,207.5811688,-290.8057369,55.06628727,2.588131951,6.486334109,347
1990/1/2 1:30,634.5864064,210.0079564,-321.7368223,8.003261711,-0.470099164,-0.241575399,249.3
1990/1/2 1:40,633.610536,212.4947526,-348.3143934,-56.48629588,-3.492838065,-6.681068382,205.12
1990/1/2 1:50,632.9257428,214.9851882,-370.4454185,-4.991456933,4.550735289,11.55645543,254.04
1990/1/2 2:00,632.5172808,217.448175,-388.0638409,57.27071707,-0.699635819,-12.88511299,323.51
1990/1/2 2:10,632.3643908,219.8452609,-401.1625095,1.466400647,-5.290085074,9.713869626,141.3
1990/1/2 2:20,632.5533734,222.2446191,-409.6771978,-58.23193318,6.244278994,-3.232329647,264.43
1990/1/2 2:30,632.920035,224.451988,-413.8717578,1.266733551,-0.58881814,-5.057129873,376.04
1990/1/2 2:40,633.3916255,226.366199,-413.9591565,58.87956218,-6.569560177,12.43845514,351.48
1990/1/2 2:50,634.0345669,228.0306919,-410.0410963,-4.057065597,7.467075761,-16.33649113,399.43
1990/1/2 3:00,634.7485253,229.3171638,-402.4372599,-59.85686496,-0.586401331,14.72819006,406.87
1990/1/2 3:10,635.4944022,230.1620574,-391.4323271,6.990633337,-7.56887167,-7.528438799,367.38
1990/1/2 3:20,636.3699354,230.6458542,-377.1874886,60.9086803,8.539062198,-3.165366696,376.7
1990/1/2 3:30,637.4439604,230.8179438,-359.9269164,-10.37848129,-0.813651357,13.43481234,388.46
1990/1/2 3:40,638.7034304,230.6382074,-340.0011432,-62.32012939,-8.904404115,-19.79237917,221.39
1990/1/2 3:50,640.130432,230.0515122,-317.8120819,13.33910966,9.760943396,19.1447548,1014.57
1990/1/2 4:00,641.141116,228.4163381,-294.3932966,62.62756149,-0.437600779,-11.43333071,1178.79
1990/1/2 4:10,641.5245982,225.4889229,-270.3482306,-15.00330479,-8.407823876,0.394195395,1001.72
1990/1/2 4:20,641.4537976,221.44753,-245.7987226,-60.77919975,10.02507358,11.3699685,550.82
1990/1/2 4:30,641.3970432,216.791558,-220.5031452,17.98075409,-1.812676296,-19.4260623,364.21
1990/1/2 4:40,641.6242797,211.8141296,-194.4360311,58.46488203,-9.626322895,20.37514591,607.99
1990/1/2 4:50,642.0098483,206.3884194,-168.0266184,-22.02153539,11.51496571,-14.43632801,628.92
1990/1/2 5:00,642.4382028,200.3892117,-141.7100152,-56.40149896,-1.012050347,3.593428791,690.13
1990/1/2 5:10,642.8081474,193.7032881,-115.9028838,25.72805598,-11.57404041,8.341029329,984.27
1990/1/2 5:20,642.9110329,186.1088578,-91.11730601,54.09794511,12.62799033,-17.11332509,1141.81
1990/1/2 5:30,642.6367849,177.4953512,-67.71530855,-28.4604393,0.965400269,20.44373057,909.28
1990/1/2 5:40,642.1797221,168.0779473,-45.67805903,-50.40895572,-14.07537085,-16.64231711,665.95
1990/1/2 5:50,641.6936472,158.0335001,-24.99852184,31.11696542,11.82073978,6.888485443,1101.66
1990/1/2 6:00,640.9149153,147.1078791,-6.097397294,46.10114003,3.584601172,5.387741042,1221.32
1990/1/2 6:10,639.7146499,135.1930412,10.79395157,-32.57368227,-14.47701046,-15.08970194,991.42
1990/1/2 6:20,638.2099708,122.4496079,25.77469601,-40.43984284,10.2220058,19.54087651,890.14
1990/1/2 6:30,636.5929617,109.1281784,39.08277335,34.34471413,5.02688938,-16.95070448,669.19
1990/1/2 6:40,635.1352963,95.56587818,51.07556682,35.09369525,-14.91721312,8.402169891,544.97
1990/1/2 6:50,633.983106,81.96610312,61.98231741,-36.09120426,8.260145794,2.459683868,528.78
1990/1/2 7:00,633.1124315,68.34845347,71.84222345,-30.5914489,6.811437467,-12.26147674,510.23
1990/1/2 7:10,632.5234445,54.75030731,80.71514177,36.78719696,-14.37655193,17.35881008,575.25
1990/1/2 7:20,632.203636,41.19034354,88.64417955,25.51992949,6.085257756,-16.57988889,668.75
1990/1/2 7:30,632.0456694,27.58596583,95.57145087,-37.58239579,8.262930148,10.12800001,599.83
1990/1/2 7:40,632.048685,13.96339865,101.5608012,-20.61069364,-13.16764668,-0.450265964,628.76
1990/1/2 7:50,632.1806116,0.318281265,106.6547712,37.68610727,3.666428043,-9.229150924,607.04
1990/1/2 8:00,632.5291726,-13.22897913,111.0349138,15.76909187,9.353254559,15.58253231,459.41
1990/1/2 8:10,633.2244552,-26.51697623,114.9259842,-37.67005492,-12.15197921,-16.94328876,479.75
1990/1/2 8:20,634.1516353,-39.64248295,118.2764521,-11.95858333,1.167267133,12.3644254,588.23
1990/1/2 8:30,635.2593697,-52.63981436,121.0967316,36.95877083,11.07976816,-3.467477635,508.4
1990/1/2 8:40,636.6535077,-65.38215429,123.5644359,8.196896542,-10.91313678,-6.904111477,415.24
1990/1/2 8:50,638.3636385,-77.8263077,125.7608346,-36.56660656,-2.160202501,14.61966153,520.28
1990/1/2 9:00,640.2434966,-90.11765038,127.5568699,-5.420170118,12.4831929,-17.41261596,739.19
1990/1/2 9:10,642.0760106,-102.4757699,128.7424257,35.6086895,-8.23030762,14.31281155,780.93
1990/1/2 9:20,643.8608616,-114.8901361,129.3572347,3.337940008,-4.957895516,-5.974364672,503.57
1990/1/2 9:30,645.817124,-127.1183716,129.6905614,-34.01283855,12.20722626,-4.695328842,413.41
1990/1/2 9:40,647.9922252,-139.098112,129.8355825,-2.030182229,-6.266896141,13.4243274,681.11
1990/1/2 9:50,650.180422,-151.0322147,129.5976079,31.66414505,-6.580940682,-17.30756013,585.26
1990/1/2 10:00,652.4263268,-162.8651571,129.0485718,1.313014436,12.61763308,15.24500307,586.23
1990/1/2 10:10,654.7550363,-174.5597472,128.2398643,-29.38067083,-5.165193505,-8.204355403,544.03
1990/1/2 10:20,657.1182363,-186.1548927,127.1382512,-1.124046771,-8.276896057,-1.419882039,593.99
1990/1/2 10:30,659.507761,-197.6468825,125.7524229,27.25533058,13.3132311,10.43912319,525.69
1990/1/2 10:40,662.0044423,-208.9400576,124.1828211,1.283837863,-3.99352866,-15.93609266,591.37
1990/1/2 10:50,664.5112485,-220.1218827,122.3338536,-25.59177199,-10.44919167,15.97421392,444.78
1990/1/2 11:00,667.138234,-231.0666417,120.3274189,-1.456892255,14.46512621,-10.4500095,403.78
1990/1/2 11:10,669.9299508,-241.7190876,118.2021453,23.73405248,-3.12513791,0.892036061,610.56
1990/1/2 11:20,672.6958867,-252.2707586,115.7271696,1.234787021,-12.84768096,9.129845458,679.71
1990/1/2 11:30,675.3115004,-262.8433412,112.7443172,-21.77477696,16.46347908,-15.7047416,595.79
1990/1/2 11:40,677.8647389,-273.3318305,109.3421694,-0.533182501,-1.611825055,16.82725318,324.17
1990/1/2 11:50,680.6014398,-283.4673303,105.7803994,20.11635409,-16.84478626,-12.19964972,521.14
1990/1/2 12:00,683.3326938,-293.4341368,101.8349477,-0.8518649,17.22794867,2.89508761,695.46
1990/1/2 12:10,685.8704428,-303.4167227,97.27896135,-18.39960593,2.729083732,8.198370699,626.66
1990/1/2 12:20,688.2671496,-313.3433983,92.16652759,2.872746626,-20.51783621,-16.57996721,336.53
1990/1/2 12:30,690.7428222,-322.9647543,86.74598166,17.05404957,15.63246222,19.09992273,496.99
1990/1/2 12:40,693.251111,-332.3070635,80.9759456,-5.161641006,7.016396647,-14.91547249,454.79
1990/1/2 12:50,695.7457821,-341.3981765,74.81103994,-15.58301316,-22.46175273,5.426289887,366.22
1990/1/2 13:00,698.2892388,-350.1525865,68.32710213,7.495086347,13.2743871,6.213145148,356.94
1990/1/2 13:10,700.9306929,-358.4986079,61.58586072,13.79213889,10.874274,-16.09189115,359.28
1990/1/2 13:20,703.6644041,-366.4227982,54.5864127,-9.853452531,-23.69244995,20.56020202,242.12
1990/1/2 13:30,706.5420376,-373.8555018,47.38304573,-11.90793248,10.43517952,-18.0170787,334.4
1990/1/2 13:40,709.478784,-380.8700388,39.87852118,11.60123504,14.54590536,8.917093078,370
1990/1/2 13:50,712.4691483,-387.4586393,32.06167622,9.842473216,-23.78073615,3.815545019,235.8
1990/1/2 14:00,715.5999895,-393.5185526,24.02331051,-13.07155775,6.846220088,-15.84373627,199.23
1990/1/2 14:10,718.8450073,-399.0676058,15.72566493,-8.084359895,17.41298216,22.44687344,530.77
1990/1/2 14:20,721.9788789,-404.3287894,6.921052984,14.01878904,-22.63118973,-20.97926979,194.12
1990/1/2 14:30,725.2133492,-409.0711048,-2.152588939,7.0151122,3.918713545,12.13673284,173.6
1990/1/2 14:40,728.629911,-413.197905,-11.39221103,-15.1429859,18.13035204,0.613863951,254.27
1990/1/2 14:50,732.1505088,-416.7822268,-20.87451401,-6.418103099,-20.93299828,-13.0664358,119.92
1990/1/2 15:00,735.7780799,-419.8186798,-30.59559554,16.02930645,1.999940427,20.82231021,529.58
1990/1/2 15:10,739.2536297,-422.570537,-40.82279575,5.383014428,18.41341382,-21.33195187,222.68
1990/1/2 15:20,742.7735148,-424.8271568,-51.31236706,-15.96494373,-18.45789495,15.10842921,117.74
1990/1/2 15:30,746.4494263,-426.4630093,-61.89781082,-4.418124774,-1.19439854,-4.748452223,143.08
1990/1/2 15:40,750.259214,-427.4952175,-72.56122776,15.32224914,18.35278678,-6.561848529,177.29
1990/1/2 15:50,754.1982228,-427.9273424,-83.26983282,3.271214269,-15.22175404,15.21634289,141.13
1990/1/2 16:00,758.2579466,-427.7712224,-93.99831066,-14.898408,-3.909166229,-18.9972714,202.17
1990/1/2 16:10,762.3189872,-427.1565051,-104.8415172,-2.584321027,17.5904996,16.90360936,378.31
1990/1/2 16:20,766.2803478,-426.193231,-115.8635491,14.52200655,-11.5776508,-9.662700901,245.39
1990/1/2 16:30,770.1843185,-424.8407028,-126.9563194,2.375003308,-5.927975284,-0.141629015,359.13
1990/1/2 16:40,773.975615,-423.1544266,-138.0957702,-14.0169056,15.70135927,9.576234164,136.85
1990/1/2 16:50,777.8337133,-420.9467653,-148.9927832,-1.773992765,-7.956265599,-15.64413646,186.49
1990/1/2 17:00,781.7000131,-418.2771744,-159.6112821,13.11276334,-7.859566671,16.33497308,310.83
1990/1/2 17:10,785.4913045,-415.2324721,-169.9398209,1.211314493,14.09696567,-11.55233896,218.91
1990/1/2 17:20,789.2537102,-411.7653078,-179.8189669,-11.88121041,-4.391019261,3.259328501,272.04
1990/1/2 17:30,792.9355437,-407.9279786,-189.1861917,-0.812142841,-9.543557635,5.636264028,247.88
1990/1/2 17:40,796.5491947,-403.7059469,-197.9035046,10.87984722,12.24650049,-12.00099292,297.63
1990/1/2 17:50,800.0634519,-399.1278467,-205.8722062,0.684830217,-1.250079943,13.97631416,328.26
1990/1/2 18:00,803.456022,-394.2102477,-212.9748859,-9.636829439,-10.28436668,-11.0130702,214.36
1990/1/2 18:10,806.7995475,-388.8681422,-218.9823675,-0.290339102,9.983178087,4.697291127,175.94
1990/1/2 18:20,810.1884999,-382.9927233,-223.6411475,8.552462707,1.106725588,2.551453833,173.43
1990/1/2 18:30,813.6231287,-376.5742207,-226.809316,-0.173281897,-10.48220781,-8.383426661,225.84
1990/1/2 18:40,817.0528147,-369.6561817,-228.4093759,-7.557557279,7.973605336,11.04258254,149.08
1990/1/2 18:50,820.5637429,-362.1410276,-228.2254437,0.694627214,3.261926975,-9.894293447,181.18
1990/1/2 19:00,824.1538318,-354.0222161,-226.1483968,6.355989265,-10.67656318,5.492363009,121.01
1990/1/2 19:10,827.8842547,-345.2300083,-222.0197429,-1.148117485,6.044462906,0.374036874,164.86
